Image;Collection;Production;Date;Occasion;Leaflet Language
Scan 2024-02-28 1109-146.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-147.jpeg;1951-1952;Chout;17/04/1952;;ned
Scan 2024-02-28 1109-148.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-149.jpeg;1951-1952;Namouma;17/04/1952;;ned
Scan 2024-02-28 1109-150.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-151.jpeg;1951-1952;Parsifal;19/04/1952;;ned
Scan 2024-02-28 1109-152.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-153.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-154.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-155.jpeg;1951-1952;Fanny Elssler;20/04/1952;;ned
Scan 2024-02-28 1109-156.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-157.jpeg;1951-1952;Fallstaff;20/04/1952;;ned
Scan 2024-02-28 1109-158.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-159.jpeg;1951-1952;De Bazige Meid;22/04/1952;;ned
Scan 2024-02-28 1109-160.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-161.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-162.jpeg;1951-1952;Chout;22/04/1952;;ned
Scan 2024-02-28 1109-163.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-164.jpeg;1951-1952;Namouma;22/04/1952;;ned
Scan 2024-02-28 1109-165.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-166.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-167.jpeg;1951-1952;Don Pasquale;24/04/1952;;ned
Scan 2024-02-28 1109-168.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-169.jpeg;1951-1952;Namouma;24/04/1952;;ned
Scan 2024-02-28 1109-170.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-171.jpeg;1951-1952;Sissy;26/04/1952;;ned
Scan 2024-02-28 1109-172.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-173.jpeg;1951-1952;Faust;27/04/1952;;ned
Scan 2024-02-28 1109-174.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-175.jpeg;1951-1952;Sissy;27/04/1952;;ned
Scan 2024-02-28 1109-176.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-177.jpeg;1951-1952;Louise;29/04/1952;galavoorstelling;"ned ; fra"
Scan 2024-02-28 1109-178.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-179.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1109-180.jpeg;1951-1952;;;;"ned ; fra"
Scan 2024-02-28 1109-181.jpeg;1951-1952;;;;"ned ; fra"
Scan 2024-02-28 1109-182.jpeg;1951-1952;;;;fra
Scan 2024-02-28 1109-183.jpeg;1951-1952;;;;fra
Scan 2024-02-28 1109-184.jpeg;1951-1952;;;;"ned ; fra"
Scan 2024-02-28 1142-1.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-2.jpeg;1951-1952;Hoffmann's Vertellingen;01/05/1952;;ned
Scan 2024-02-28 1142-3.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-4.jpeg;1951-1952;De Vrijschutter;03/05/1952;;ned
Scan 2024-02-28 1142-5.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-6.jpeg;1951-1952;De Lustige Weduwe;04/05/1952;;ned
Scan 2024-02-28 1142-7.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-8.jpeg;1951-1952;De Rozencavalier;04/05/1952;;ned
Scan 2024-02-28 1142-9.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-10.jpeg;1951-1952;Hoffmann's Vertellingen;06/05/1952;;ned
Scan 2024-02-28 1142-11.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-12.jpeg;1951-1952;Sissy;08/05/1952;;ned
Scan 2024-02-28 1142-13.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-14.jpeg;1951-1952;Othello;10/05/1952;;ned
Scan 2024-02-28 1142-15.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-16.jpeg;1951-1952;Hoffmann's Vertellingen;11/05/1952;;ned
Scan 2024-02-28 1142-17.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-18.jpeg;1951-1952;De Vledermuis;11/05/1952;;ned
Scan 2024-02-28 1142-19.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-20.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-21.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-22.jpeg;1951-1952;Figaro's Bruiloft;13/05/1952;;ned
Scan 2024-02-28 1142-23.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-24.jpeg;1951-1952;Othello;15/05/1952;;ned
Scan 2024-02-28 1142-25.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-26.jpeg;1951-1952;Carmen;17/05/1952;;ned
Scan 2024-02-28 1142-27.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-28.jpeg;1951-1952;Sissy;18/05/1952;;ned
Scan 2024-02-28 1142-29.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-30.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-31.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-32.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-33.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-34.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-35.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-36.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-37.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-38.jpeg;1951-1952;Figaro's Bruiloft;18/05/1952;galavoorstelling;ned
Scan 2024-02-28 1142-39.jpeg;1951-1952;De Vledermuis;20/05/1952;;ned
Scan 2024-02-28 1142-40.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-41.jpeg;1951-1952;Figaro's Bruiloft;22/05/1952;;ned
Scan 2024-02-28 1142-42.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-43.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-44.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-45.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-46.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-47.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-48.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-49.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-50.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-51.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-52.jpeg;1951-1952;Namouna;24/05/1952;galavoorstelling;ned
Scan 2024-02-28 1142-53.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-54.jpeg;1951-1952;Othello;24/05/1952;galavoorstelling;ned
Scan 2024-02-28 1142-55.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-56.jpeg;1951-1952;Figaro's Bruiloft;25/05/1952;;ned
Scan 2024-02-28 1142-57.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-58.jpeg;1951-1952;Hoffmann's Vertellingen;25/05/1952;;ned
Scan 2024-02-28 1142-59.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-60.jpeg;1951-1952;De Lustige Weduwe;27/05/1952;;ned
Scan 2024-02-28 1142-61.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-62.jpeg;1951-1952;Tannhäuser;29/05/1952;;ned
Scan 2024-02-28 1142-63.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-64.jpeg;1951-1952;De Vogelhandelaar;31/05/1952;;ned
Scan 2024-02-28 1142-65.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-66.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-67.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-68.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-69.jpeg;1951-1952;De Vogelhandelaar;01/06/1952;;ned
Scan 2024-02-28 1142-70.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-71.jpeg;1951-1952;Faust;01/06/1952;;ned
Scan 2024-02-28 1142-72.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-73.jpeg;1951-1952;De Vledermuis;03/06/1952;galavoorstelling;ned
Scan 2024-02-28 1142-74.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-75.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-76.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-77.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-78.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-79.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-80.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-81.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-82.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-83.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-84.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-85.jpeg;1951-1952;Schuld en Boete;05/06/1952;;ned
Scan 2024-02-28 1142-86.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-87.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-88.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-89.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-90.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-91.jpeg;1951-1952;Figaro's Bruiloft;07/06/1952;;ned
Scan 2024-02-28 1142-92.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-93.jpeg;1951-1952;Schuld en Boete;08/06/1952;;ned
Scan 2024-02-28 1142-94.jpeg;1951-1952;Schuld en Boete;08/06/1952;;ned
Scan 2024-02-28 1142-95.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-96.jpeg;1951-1952;De Vogelhandelaar;08/06/1952;;ned
Scan 2024-02-28 1142-97.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-98.jpeg;1951-1952;Faust;10/06/1952;;ned
Scan 2024-02-28 1142-99.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-100.jpeg;1951-1952;De Vogelhandelaar;12/06/1952;;ned
Scan 2024-02-28 1142-101.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-102.jpeg;1951-1952;Orpheus;14/06/1952;;ned
Scan 2024-02-28 1142-103.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-104.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-105.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-106.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-107.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-108.jpeg;1951-1952;Carmen;15/06/1952;;ned
Scan 2024-02-28 1142-109.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-110.jpeg;1951-1952;Orpheus;15/06/1952;;ned
Scan 2024-02-28 1142-111.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-112.jpeg;1951-1952;De Vogelhandelaar;17/06/1952;;ned
Scan 2024-02-28 1142-113.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-114.jpeg;1951-1952;Sissy;19/06/1952;;ned
Scan 2024-02-28 1142-115.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-116.jpeg;1951-1952;Don Pasquale;21/06/1952;;ned
Scan 2024-02-28 1142-117.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-118.jpeg;1951-1952;Entre Deux Rondes;21/06/1952;;ned
Scan 2024-02-28 1142-119.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-120.jpeg;1951-1952;Orpheus;22/06/1952;;ned
Scan 2024-02-28 1142-121.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-122.jpeg;1951-1952;Sissy;22/06/1952;;ned
Scan 2024-02-28 1142-123.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-124.jpeg;1951-1952;Orpheus;24/06/1952;;ned
Scan 2024-02-28 1142-125.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-126.jpeg;1951-1952;Orpheus;26/06/1952;;ned
Scan 2024-02-28 1142-127.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-128.jpeg;1951-1952;Traviata;28/06/1952;;ned
Scan 2024-02-28 1142-129.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-130.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-131.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-132.jpeg;1951-1952;Boheme;29/06/1952;;ned
Scan 2024-02-28 1142-133.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-134.jpeg;1951-1952;Schuld en Boete;29/06/1952;;ned
Scan 2024-02-28 1142-135.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-136.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-137.jpeg;1951-1952;Figaro's Bruiloft;01/07/1952;;ned
Scan 2024-02-28 1142-138.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-139.jpeg;1951-1952;De Vogelhandelaar;03/07/1952;;ned
Scan 2024-02-28 1142-140.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-141.jpeg;1951-1952;De Vogelhandelaar;05/07/1952;;ned
Scan 2024-02-28 1142-142.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-143.jpeg;1951-1952;De Vogelhandelaar;06/07/1952;;ned
Scan 2024-02-28 1142-144.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-145.jpeg;1951-1952;Traviata;06/07/1952;;ned
Scan 2024-02-28 1142-146.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-147.jpeg;1951-1952;SIssy;08/07/1952;;ned
Scan 2024-02-28 1142-148.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-149.jpeg;1951-1952;Traviata;10/07/1952;;ned
Scan 2024-02-28 1142-150.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-151.jpeg;1951-1952;Czardasvorstin;12/07/1952;;ned
Scan 2024-02-28 1142-152.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-153.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-154.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-155.jpeg;1951-1952;Traviata;13/07/1952;;ned
Scan 2024-02-28 1142-156.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-157.jpeg;1951-1952;Czardasvorstin;13/07/1952;;ned
Scan 2024-02-28 1142-158.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-159.jpeg;1951-1952;Traviata;15/07/1952;;ned
Scan 2024-02-28 1142-160.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-161.jpeg;1951-1952;Faust;17/07/1952;;ned
Scan 2024-02-28 1142-162.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-163.jpeg;1951-1952;Figaro's Bruiloft;19/07/1952;;ned
Scan 2024-02-28 1142-164.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-165.jpeg;1951-1952;Czardasvorstin;20/07/1952;;ned
Scan 2024-02-28 1142-166.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-167.jpeg;1951-1952;De Vogelhandelaar;20/07/1952;;ned
Scan 2024-02-28 1142-168.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-169.jpeg;1951-1952;Czardasvorstin;22/07/1952;;ned
Scan 2024-02-28 1142-170.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-171.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-172.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-173.jpeg;1951-1952;Czardasvorstin;24/07/1952;;ned
Scan 2024-02-28 1142-174.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-175.jpeg;1951-1952;Orpheus;26/07/1952;;ned
Scan 2024-02-28 1142-176.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-177.jpeg;1951-1952;De Vogelhandelaar;27/07/1952;;ned
Scan 2024-02-28 1142-178.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1142-179.jpeg;1951-1952;Figaro's Bruiloft;27/07/1952;;ned
Scan 2024-02-28 1142-180.jpeg;1951-1952;;;;ned
Scan 2024-02-28 1229-1.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-2.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-3.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-4.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-5.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-6.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-7.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-8.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-9.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-10.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-11.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-12.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-13.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-14.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-15.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-16.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-17.jpeg;1952-1953;Lohengrin;27/09/1952;openingsvoorstelling;ned
Scan 2024-02-28 1229-18.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-19.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-20.jpeg;1952-1953;Lohengrin;27/09/1952;;ned
Scan 2024-02-28 1229-21.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-22.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-23.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-24.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-25.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-26.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-27.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-28.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-29.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-30.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-31.jpeg;1952-1953;Het Land van de Glimlach;28/09/1952;;ned
Scan 2024-02-28 1229-32.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-33.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-34.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-35.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-36.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-37.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-38.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-39.jpeg;1952-1953;Turandot;30/09/1952;;ned
Scan 2024-02-28 1229-40.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-41.jpeg;1952-1953;Lohengrin;02/10/1952;;ned
Scan 2024-02-28 1229-42.jpeg;1952-1953;Turandot;04/10/1952;;ned
Scan 2024-02-28 1229-43.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-44.jpeg;1952-1953;Lohengrin;05/10/1952;;ned
Scan 2024-02-28 1229-45.jpeg;1952-1953;Het Land van de Glimlach;05/10/1952;;ned
Scan 2024-02-28 1229-46.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-47.jpeg;1952-1953;Het Land van de Glimlach;07/10/1952;;ned
Scan 2024-02-28 1229-48.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-49.jpeg;1952-1953;Turandot;09/10/1952;;ned
Scan 2024-02-28 1229-50.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-51.jpeg;1952-1953;Eén Dag Koning;11/10/1952;;ned
Scan 2024-02-28 1229-52.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-53.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-54.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-55.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-56.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-57.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-58.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-59.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-60.jpeg;1952-1953;Turandot;12/10/1952;;ned
Scan 2024-02-28 1229-61.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-62.jpeg;1952-1953;Lohengrin;12/10/1952;;ned
Scan 2024-02-28 1229-63.jpeg;1952-1953;Lohengrin;14/10/1952;;ned
Scan 2024-02-28 1229-64.jpeg;1952-1953;Eén Dag Koning;16/10/1952;;ned
Scan 2024-02-28 1229-65.jpeg;1952-1953;Madame Butterfly;18/10/1952;;ned
Scan 2024-02-28 1229-66.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-67.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-68.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-69.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-70.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-71.jpeg;1952-1953;Eén Dag Koning;19/10/1952;;ned
Scan 2024-02-28 1229-72.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-73.jpeg;1952-1953;Madame Butterfly;19/10/1952;;ned
Scan 2024-02-28 1229-74.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-75.jpeg;1952-1953;Eén Dag Koning;21/10/1952;;ned
Scan 2024-02-28 1229-76.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-77.jpeg;1952-1953;Het Land van de Glimlach;23/10/1952;;ned
Scan 2024-02-28 1229-78.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-79.jpeg;1952-1953;Het Land van de Glimlach;25/10/1952;;ned
Scan 2024-02-28 1229-80.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-81.jpeg;1952-1953;Madame Butterfly;26/10/1952;;ned
Scan 2024-02-28 1229-82.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-83.jpeg;1952-1953;Eén Dag Koning;26/10/1952;;ned
Scan 2024-02-28 1229-84.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-85.jpeg;1952-1953;Faust;28/10/1952;;ned
Scan 2024-02-28 1229-86.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-87.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-88.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-89.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-90.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-91.jpeg;1952-1953;Madame Butterfly;30/10/1952;;ned
Scan 2024-02-28 1229-92.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-93.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-94.jpeg;1952-1953;De Telefoon;01/11/1952;;ned
Scan 2024-02-28 1229-95.jpeg;1952-1953;De Vuurvogel;01/11/1952;;ned
Scan 2024-02-28 1229-96.jpeg;1952-1953;Gianni Schicchi;01/11/1952;;ned
Scan 2024-02-28 1229-97.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-98.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-99.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-100.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-101.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-102.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-103.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-104.jpeg;1952-1953;Gianni Schicchi;;;ned
Scan 2024-02-28 1229-105.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-106.jpeg;1952-1953;Faust;02/11/1952;;ned
Scan 2024-02-28 1229-107.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-108.jpeg;1952-1953;De Telefoon;02/11/1952;;ned
Scan 2024-02-28 1229-109.jpeg;1952-1953;De Vuurvogel;02/11/1952;;ned
Scan 2024-02-28 1229-110.jpeg;1952-1953;Gianni Schicchi;02/11/1952;;ned
Scan 2024-02-28 1229-111.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-112.jpeg;1952-1953;Madame Butterfly;04/11/1952;;ned
Scan 2024-02-28 1229-113.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-114.jpeg;1952-1953;De Telefoon;06/11/1952;;ned
Scan 2024-02-28 1229-115.jpeg;1952-1953;De Vuurvogel;06/11/1952;;ned
Scan 2024-02-28 1229-116.jpeg;1952-1953;Gianni Schicchi;06/11/1952;;ned
Scan 2024-02-28 1229-117.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-118.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-119.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-120.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-121.jpeg;1952-1953;Offenbach;08/11/1952;;ned
Scan 2024-02-28 1229-122.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-123.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-124.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-125.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-126.jpeg;1952-1953;De Telefoon;09/11/1952;;ned
Scan 2024-02-28 1229-127.jpeg;1952-1953;De Vuurvogel;09/11/1952;;ned
Scan 2024-02-28 1229-128.jpeg;1952-1953;Gianni Schicchi;09/11/1952;;ned
Scan 2024-02-28 1229-129.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-130.jpeg;1952-1953;Faust;09/11/1952;;ned
Scan 2024-02-28 1229-131.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-132.jpeg;1952-1953;Offenbach;11/11/1952;;ned
Scan 2024-02-28 1229-133.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-134.jpeg;1952-1953;Tosca;13/11/1952;;ned
Scan 2024-02-28 1229-135.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-136.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-137.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-138.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-139.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-140.jpeg;1952-1953;Faust;15/11/1952;;ned
Scan 2024-02-28 1229-141.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-142.jpeg;1952-1953;Offenbach;16/11/1952;;ned
Scan 2024-02-28 1229-143.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-144.jpeg;1952-1953;Tosca;16/11/1952;;ned
Scan 2024-02-28 1229-145.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-146.jpeg;1952-1953;De Telefoon;18/11/1952;;ned
Scan 2024-02-28 1229-147.jpeg;1952-1953;De Vuurvogel;18/11/1952;;ned
Scan 2024-02-28 1229-148.jpeg;1952-1953;Gianni Schicchi;18/11/1952;;ned
Scan 2024-02-28 1229-149.jpeg;1952-1953;;;;ned
Scan 2024-02-28 1229-150.jpeg;1952-1953;Faust;20/11/1952;;ned
